mw_id,name,description,page_description,price,availability,brand,sku,category_id,category_name,category_path,category_url,image_main,photos_all,url
15187,Набір великого бісеру.№ 6.,Набор крупного бисера.Размер №6.Диаметр 6 мм.В наборе 36 пакетиков по 20гр.Цена за набор.Страна производитель Китай.,Набор крупного бисера.Размер №6.Диаметр 6 мм.В наборе 36 пакетиков по 20гр.Цена за набор.Страна производитель Китай.,8.01,in stock,Кристалік,,212,Дитячі набори оптом.,Каталог > Аксесуари для волосся оптом. > Дитяча біжутерія оптом. > Дитячі набори оптом.,https://kristallik.com.ua/catalog/212/dityachi-nabori-optom/,https://cdn.gomw.co/b/product/selk/14ls/zq37/dsc04803_710x533_crop.JPG,https://cdn.gomw.co/d/product/selk/14ls/zq37/dsc04803.JPG,https://kristallik.com.ua/product/15187/nabir-velikogo-biseru-6/
15706,Резинки для волос.,Широкая бесшовная резинка для влолс. Толщина 11 мм. Диаметр: 5.5 см.Цена за 20 шт.,Широкая бесшовная резинка для влолс. Толщина 11 мм. Диаметр: 5.5 см.Цена за 20 шт.,4.64,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/9424/gf85/dcsd/dsc04876_710x533_crop.JPG,https://cdn.gomw.co/d/product/9424/gf85/dcsd/dsc04876.JPG|https://cdn.gomw.co/d/product/85gf/uh14/zqzq/dsc04878.JPG|https://cdn.gomw.co/d/product/lk24/uh54/uhaz/dsc04877.JPG,https://kristallik.com.ua/product/15706/rezinki-dlya-volos/
16320,"Резинки для волос ""Малютка""",Бесшовная резинка для волос.Диаметр 2 см. цена за 100 шт.,Бесшовная резинка для волос.Диаметр 2 см. цена за 100 шт.,0.49,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/37ls/9494/lszq/dsc04954_710x533_crop.JPG,https://cdn.gomw.co/d/product/37ls/9494/lszq/dsc04954.JPG|https://cdn.gomw.co/d/product/3794/azzq/uh54/dsc04956.JPG,https://kristallik.com.ua/product/16320/rezinki-dlya-volos-malyutka/
16322,Дитяча резинка-бант.,Дитяча резинка-бант. Діаметр 6 см. Гарна якість! Ціна за 20 шт.,Дитяча резинка-бант. Діаметр 6 см. Гарна якість! Ціна за 20 шт.,10.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/kd85/gfuh/azuh/dsc04960_710x533_crop.JPG,https://cdn.gomw.co/d/product/kd85/gfuh/azuh/dsc04960.JPG|https://cdn.gomw.co/d/product/azzq/lsuh/ls24/dsc04962.JPG,https://kristallik.com.ua/product/16322/dityacha-rezinka-bant/
16391,Дитяча резинка-бант.,Дитяча резинка-бант. Діаметр 6 см. Гарна якість! Ціна за 20 шт.,Дитяча резинка-бант. Діаметр 6 см. Гарна якість! Ціна за 20 шт.,10.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/21lk/azdc/1424/dsc05049_710x533_crop.JPG,https://cdn.gomw.co/d/product/21lk/azdc/1424/dsc05049.JPG|https://cdn.gomw.co/d/product/94uh/uh54/14dc/dsc05050.JPG,https://kristallik.com.ua/product/16391/dityacha-rezinka-bant/
16434,Заколка банан. 10 см.,Пластиковий банан для волосся. Гарна якість .Дловжна 10 см. Ціна за 12 шт.,Пластиковий банан для волосся. Гарна якість .Дловжна 10 см. Ціна за 12 шт.,28.49,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/24ls/kd94/14kd/dsc06924_710x533_crop.JPG,https://cdn.gomw.co/d/product/24ls/kd94/14kd/dsc06924.JPG|https://cdn.gomw.co/d/product/dcls/zq94/sdkd/dsc06925.JPG,https://kristallik.com.ua/product/16434/zakolka-banan-10-sm/
16435,Заколка банан. 12.5 см.,Пластиковий банан для волосся с пружиной. Гарна якість .Довжина 12.5 см.Ціна за 12 шт.,Пластиковий банан для волосся с пружиной. Гарна якість .Довжина 12.5 см.Ціна за 12 шт.,30.61,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/54gf/5494/uhkd/dsc06927_710x533_crop.JPG,https://cdn.gomw.co/d/product/54gf/5494/uhkd/dsc06927.JPG|https://cdn.gomw.co/d/product/5494/21az/54se/dsc06928.JPG,https://kristallik.com.ua/product/16435/zakolka-banan-12-5-sm/
16539,Краби  для волосся. 9.5 см.,"Пластiковий краб для волосся,Довжина 9.5 см.Цiна за 12 шт.","Пластiковий краб для волосся,Довжина 9.5 см.Цiна за 12 шт.",21.51,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/segf/1454/lsuh/dsc05266_710x533_crop.JPG,https://cdn.gomw.co/d/product/segf/1454/lsuh/dsc05266.JPG|https://cdn.gomw.co/d/product/14sd/uhuh/24lk/dsc05267.JPG,https://kristallik.com.ua/product/16539/krabi-dlya-volossya-9-5-sm/
16915,"Сіточка для волосся, темно-коричнева.","Затримай волосся стильно з темно-коричневою сіточкою. Зручна та надійна фіксація волосся для повсякденного носіння. Ідеальна для спорту, роботи та вечірніх образів. Якісний матеріал, що не ламає волосся. Доступна ціна!","Затримай волосся стильно з темно-коричневою сіточкою. Зручна та надійна фіксація волосся для повсякденного носіння. Ідеальна для спорту, роботи та вечірніх образів. Якісний матеріал, що не ламає волосся. Доступна ціна!",4.42,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/kd24/sedc/sdgf/dsc05330_710x533_crop.JPG,https://cdn.gomw.co/d/product/kd24/sedc/sdgf/dsc05330.JPG|https://cdn.gomw.co/d/product/azgf/sd85/lszq/dsc05331.JPG,https://kristallik.com.ua/product/16915/sitochka-dlya-volossya-temno-korichneva/
17001,Невидимки для волосся. 6 см.,"Металлическая широкая невидимка, матовая,очень хорошего качества.Цена за 15 шт.","Металлическая широкая невидимка, матовая,очень хорошего качества.Цена за 15 шт.",32.86,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/1421/ls21/zqls/dsc05348_710x533_crop.JPG,https://cdn.gomw.co/d/product/1421/ls21/zqls/dsc05348.JPG|https://cdn.gomw.co/d/product/sd21/uhls/lk54/dsc05349.JPG|https://cdn.gomw.co/d/product/sd24/sd54/zq14/dsc05350.JPG,https://kristallik.com.ua/product/17001/nevidimki-dlya-volossya-6-sm/
17175,Повітряні кульки. А 60,"Повітряні кульки, асорті. Диаметр 16 см. Ціна за 100 шт.","Повітряні кульки, асорті. Диаметр 16 см. Ціна за 100 шт.",0.78,in stock,Кристалік,,200,Повітряні кульки оптом.,Каталог > Аксесуари для волосся оптом. > Повітряні кульки оптом.,https://kristallik.com.ua/catalog/200/povitryani-kul-ki-optom/,https://cdn.gomw.co/b/product/se21/lkls/94zq/unnamed-8-_710x533_crop.jpg,https://cdn.gomw.co/d/product/se21/lkls/94zq/unnamed-8-.jpg|https://cdn.gomw.co/d/product/kdlk/zq54/zq14/baloon_031.jpg,https://kristallik.com.ua/product/17175/povitryani-kul-ki-a-60/
19198,Дріт срібний. (0.40 мм-50 м.),"Дріт срібний, довжина 50 м. Диаметр: 0.40 мм. Ціна за 1 катушку.","Дріт срібний, довжина 50 м. Диаметр: 0.40 мм. Ціна за 1 катушку.",53.00,in stock,Кристалік,,331,Бісер оптом.,Каталог > Аксесуари для волосся оптом. > Бісер оптом.,https://kristallik.com.ua/catalog/331/biser-optom/,https://cdn.gomw.co/b/product/54az/21gf/2454/dsc05454_710x533_crop.JPG,https://cdn.gomw.co/d/product/54az/21gf/2454/dsc05454.JPG,https://kristallik.com.ua/product/19198/drit-sribniy-0-40-mm-50-m-/
19199,Дріт для Бісеру. 10 м. Асорті.,"Проволока для бисера,ассорти.0.30 мм. Длина одной катушки 10 м. Цена за 10 катушек.","Проволока для бисера,ассорти.0.30 мм. Длина одной катушки 10 м. Цена за 10 катушек.",16.70,in stock,Кристалік,,331,Бісер оптом.,Каталог > Аксесуари для волосся оптом. > Бісер оптом.,https://kristallik.com.ua/catalog/331/biser-optom/,https://cdn.gomw.co/b/product/sdgf/sekd/azkd/dsc05456_710x533_crop.JPG,https://cdn.gomw.co/d/product/sdgf/sekd/azkd/dsc05456.JPG|https://cdn.gomw.co/d/product/lk54/gfls/dc14/dsc05458.JPG,https://kristallik.com.ua/product/19199/drit-dlya-biseru-10-m-asorti/
19201,Флор-лента,Флор-лента.Цвет коричневый.Ширина ленты 1.2 см. Цена за одну катушку.,Флор-лента.Цвет коричневый.Ширина ленты 1.2 см. Цена за одну катушку.,24.38,in stock,Кристалік,,331,Бісер оптом.,Каталог > Аксесуари для волосся оптом. > Бісер оптом.,https://kristallik.com.ua/catalog/331/biser-optom/,https://cdn.gomw.co/b/product/24ls/lk21/gfls/dsc05461_710x533_crop.JPG,https://cdn.gomw.co/d/product/24ls/lk21/gfls/dsc05461.JPG|https://cdn.gomw.co/d/product/uh37/5437/2494/dsc05462.JPG,https://kristallik.com.ua/product/19201/flor-lenta/
19202,Ліска для бісеру Біла.,Мононить для бисера Белая.Длина 200 метров.Цена за одну катушку.,Мононить для бисера Белая.Длина 200 метров.Цена за одну катушку.,21.73,in stock,Кристалік,,2592,Все для виробів з Бісеру оптом.,Каталог > Аксесуари для волосся оптом. > Бісер оптом. > Все для виробів з Бісеру оптом.,https://kristallik.com.ua/catalog/2592/vse-dlya-virobiv-z-biseru-optom/,https://cdn.gomw.co/d/product/14az/se24/54lk/dsc00821_710x533_crop.JPG,https://cdn.gomw.co/d/product/14az/se24/54lk/dsc00821.JPG,https://kristallik.com.ua/product/19202/liska-dlya-biseru-bila/
19203,Нитка для бісеру.,"Міцна синтетична нитка спеціально розроблена для бісероплетіння та вишивання бісером. Ідеальна для створення прикрас, браслетів та намистин. Еластична, не розривається, легко проходить крізь отвір бісеру. Доступна в різних кольорах.","Міцна синтетична нитка спеціально розроблена для бісероплетіння та вишивання бісером. Ідеальна для створення прикрас, браслетів та намистин. Еластична, не розривається, легко проходить крізь отвір бісеру. Доступна в різних кольорах.",15.90,in stock,Кристалік,,331,Бісер оптом.,Каталог > Аксесуари для волосся оптом. > Бісер оптом.,https://kristallik.com.ua/catalog/331/biser-optom/,https://cdn.gomw.co/b/product/lkse/kdlk/3724/dsc05464_710x533_crop.JPG,https://cdn.gomw.co/d/product/lkse/kdlk/3724/dsc05464.JPG,https://kristallik.com.ua/product/19203/nitka-dlya-biseru/
19690,Резинки для волосся. 12-ка широка кольорова.,"Широкі кольорові резинки для волосся 12-ка – ідеальний вибір для укладання та аксесуарів. Якісні матеріали, різноманітна палітра кольорів. Купити резинки онлайн в Україні з доставкою на kristallik.com.ua за доступною ціною.","Широкі кольорові резинки для волосся 12-ка – ідеальний вибір для укладання та аксесуарів. Якісні матеріали, різноманітна палітра кольорів. Купити резинки онлайн в Україні з доставкою на kristallik.com.ua за доступною ціною.",4.99,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/kd14/lsls/zqkd/dsc05530_710x533_crop.JPG,https://cdn.gomw.co/d/product/kd14/lsls/zqkd/dsc05530.JPG|https://cdn.gomw.co/d/product/21zq/uhls/seaz/dsc05532.JPG|https://cdn.gomw.co/d/product/2494/21ls/37lk/dsc05528.JPG,https://kristallik.com.ua/product/19690/rezinki-dlya-volossya-12-ka-shiroka-kol-orova/
20268,Канекалон.,"Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.","Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.",84.80,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/uhaz/5454/gf54/dsc05719_710x533_crop.JPG,https://cdn.gomw.co/d/product/uhaz/5454/gf54/dsc05719.JPG,https://kristallik.com.ua/product/20268/kanekalon/
20275,Канекалон.,Канекалон.Материал из сентетического моноволокна.Длина 60 см.Вес 100 г.Цена за 1 шт.,Канекалон.Материал из сентетического моноволокна.Длина 60 см.Вес 100 г.Цена за 1 шт.,107.59,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/kd54/5494/37lk/dsc05736_710x533_crop.JPG,https://cdn.gomw.co/d/product/kd54/5494/37lk/dsc05736.JPG,https://kristallik.com.ua/product/20275/kanekalon/
20276,Канекалон.,"Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.","Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/lsse/ls21/sd24/dsc05737_710x533_crop.JPG,https://cdn.gomw.co/d/product/lsse/ls21/sd24/dsc05737.JPG,https://kristallik.com.ua/product/20276/kanekalon/
20278,Канекалон.,"Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.","Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.",80.03,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/3737/37uh/85kd/dsc05739_710x533_crop.JPG,https://cdn.gomw.co/d/product/3737/37uh/85kd/dsc05739.JPG,https://kristallik.com.ua/product/20278/kanekalon/
20281,Краби для волосся. Матові 9 см.,Краби для волосся пластикові. Довжина: 9 см. Ціна за 12 шт.,Краби для волосся пластикові. Довжина: 9 см. Ціна за 12 шт.,22.53,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/21uh/85dc/lkls/dsc05745_710x533_crop.JPG,https://cdn.gomw.co/d/product/21uh/85dc/lkls/dsc05745.JPG|https://cdn.gomw.co/d/product/5437/3721/dc85/dsc05746.JPG,https://kristallik.com.ua/product/20281/krabi-dlya-volossya-matovi-9-sm/
20359,Браслет на руку,Светонакопительный-силиконовый браслет с названиями футбольных клубов.Цена за 12 шт.,Светонакопительный-силиконовый браслет с названиями футбольных клубов.Цена за 12 шт.,2.78,in stock,Кристалік,,248,Браслети на руку.,Каталог > Аксесуари для волосся оптом. > Біжутерія и аксесуари оптом. > Браслети на руку.,https://kristallik.com.ua/catalog/248/brasleti-na-ruku/,https://cdn.gomw.co/b/product/kduh/3724/9494/dsc05773_710x533_crop.JPG,https://cdn.gomw.co/d/product/kduh/3724/9494/dsc05773.JPG|https://cdn.gomw.co/d/product/kdlk/3794/zquh/dsc05774.JPG,https://kristallik.com.ua/product/20359/braslet-na-ruku/
20497,Канекалон.,"Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.","Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/sd54/se94/21lk/dsc05833_710x533_crop.JPG,https://cdn.gomw.co/d/product/sd54/se94/21lk/dsc05833.JPG,https://kristallik.com.ua/product/20497/kanekalon/
20498,Канекалон. 1/12,"Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.","Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Цена за 1 уп.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/9421/az37/1421/dsc05834_710x533_crop.JPG,https://cdn.gomw.co/d/product/9421/az37/1421/dsc05834.JPG,https://kristallik.com.ua/product/20498/kanekalon-1-12/
20569,Краби для волосся. Французький пластик. 8.5 см.,"Пластиковый краб со стразами, очень хорошего качества.Длина 8.5 см.Со скрытой пружиной.Цена за 1 шт.","Пластиковый краб со стразами, очень хорошего качества.Длина 8.5 см.Со скрытой пружиной.Цена за 1 шт.",165.36,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/2154/21uh/gfse/dsc05903_710x533_crop.JPG,https://cdn.gomw.co/d/product/2154/21uh/gfse/dsc05903.JPG|https://cdn.gomw.co/d/product/sese/37se/gf54/dsc05904.JPG|https://cdn.gomw.co/d/product/segf/az54/54lk/dsc05906.JPG,https://kristallik.com.ua/product/20569/krabi-dlya-volossya-francuz-kiy-plastik-8-5-sm/
20854,Резинки для волосся.,Велюровая резинка для волос с металицеским элиментом в виде треуголки в стразах.Размер:5 см.Цена за 1 шт.,Велюровая резинка для волос с металицеским элиментом в виде треуголки в стразах.Размер:5 см.Цена за 1 шт.,36.04,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/az37/14se/azsd/dsc05946_710x533_crop.JPG,https://cdn.gomw.co/d/product/az37/14se/azsd/dsc05946.JPG|https://cdn.gomw.co/d/product/az21/ls21/se14/dsc05947.JPG,https://kristallik.com.ua/product/20854/rezinki-dlya-volossya/
20856,Невидимки для волос.5.7 см С,Металлическая невидимка крашеная под серебро.Хорошее качество.Цена за 100 шт.,Металлическая невидимка крашеная под серебро.Хорошее качество.Цена за 100 шт.,0.43,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/zqse/2185/se14/dsc05952_710x533_crop.JPG,https://cdn.gomw.co/d/product/zqse/2185/se14/dsc05952.JPG|https://cdn.gomw.co/d/product/8594/2424/gflk/dsc05953.JPG,https://kristallik.com.ua/product/20856/nevidimki-dlya-volos-5-7-sm-s/
20955,Канекалон.,"Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Длина 60 см.Цена за 1 уп.","Канекалон &ndash; это синтетическое моноволокно, так называемые искусственные волосы &ndash; легче натурального волоса в 8 раз. Используется для плетения всех видов африканских косичек, а также искусственных (&laquo;безопасных&raquo;) дредов и французских косичек (по голове).Длина 60 см.Цена за 1 уп.",90.10,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/lsls/3721/lkkd/dsc06034_710x533_crop.JPG,https://cdn.gomw.co/d/product/lsls/3721/lkkd/dsc06034.JPG,https://kristallik.com.ua/product/20955/kanekalon/
21106,Дитячий ободок з вушками.,<p>Дитячий метаевий ободок з&nbsp; вушками. Ціна за 12шт.&nbsp;</p>,Дитячий метаевий ободок з&nbsp; вушками. Ціна за 12шт.&nbsp;,13.25,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/kd37/lkgf/azgf/dsc06112_710x533_crop.JPG,https://cdn.gomw.co/d/product/kd37/lkgf/azgf/dsc06112.JPG,https://kristallik.com.ua/product/21106/dityachiy-obodok-z-vushkami/
21718,Резинки для волосся.,Велюровая резинка для волос с украшением.Диаметр украшения 3 см.Цена за 1 шт.,Велюровая резинка для волос с украшением.Диаметр украшения 3 см.Цена за 1 шт.,25.97,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/21sd/2424/uhzq/dsc06496_710x533_crop.JPG,https://cdn.gomw.co/d/product/21sd/2424/uhzq/dsc06496.JPG|https://cdn.gomw.co/d/product/gfkd/se85/azgf/dsc06497.JPG,https://kristallik.com.ua/product/21718/rezinki-dlya-volossya/
22457,Краби для волосся металеві.,Мкталевий краб для волосся. Довжина 11.5 см. Ціна за 1 шт.,Мкталевий краб для волосся. Довжина 11.5 см. Ціна за 1 шт.,109.18,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/dc37/zqgf/sd85/dsc06682_710x533_crop.JPG,https://cdn.gomw.co/d/product/dc37/zqgf/sd85/dsc06682.JPG|https://cdn.gomw.co/d/product/kddc/dcdc/dc14/dsc06683.JPG,https://kristallik.com.ua/product/22457/krabi-dlya-volossya-metalevi/
22458,Краби для волосся металеві.,Мкталевий краб для волосся. Довжина 11.5 см. Ціна за 1 шт.,Мкталевий краб для волосся. Довжина 11.5 см. Ціна за 1 шт.,109.18,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/2185/2454/dckd/dsc06684_710x533_crop.JPG,https://cdn.gomw.co/d/product/2185/2454/dckd/dsc06684.JPG|https://cdn.gomw.co/d/product/8594/gf54/sd37/dsc06685.JPG,https://kristallik.com.ua/product/22458/krabi-dlya-volossya-metalevi/
22835,Ялинкові іграшки з дерева,Деревяні іграшки на ялинку.Довжина 8 см.Ціна за 5 шт.,Деревяні іграшки на ялинку.Довжина 8 см.Ціна за 5 шт.,12.30,in stock,Кристалік,,452,Новорічний товар оптом.,Каталог > Аксесуари для волосся оптом. > Новорічний товар оптом.,https://kristallik.com.ua/catalog/452/novorichniy-tovar-optom/,https://cdn.gomw.co/b/product/21ls/sezq/gfls/dsc06769_710x533_crop.JPG,https://cdn.gomw.co/d/product/21ls/sezq/gfls/dsc06769.JPG|https://cdn.gomw.co/d/product/uh21/sduh/sesd/dsc06770.JPG,https://kristallik.com.ua/product/22835/yalinkovi-igrashki-z-dereva/
22836,Ялинкові іграшки з дерева,Ялинкові іграшки з дерева.Довжина 8 см.Ціна за 5 шт.,Ялинкові іграшки з дерева.Довжина 8 см.Ціна за 5 шт.,12.30,in stock,Кристалік,,452,Новорічний товар оптом.,Каталог > Аксесуари для волосся оптом. > Новорічний товар оптом.,https://kristallik.com.ua/catalog/452/novorichniy-tovar-optom/,https://cdn.gomw.co/b/product/sdsd/2121/se54/dsc06771_710x533_crop.JPG,https://cdn.gomw.co/d/product/sdsd/2121/se54/dsc06771.JPG|https://cdn.gomw.co/d/product/21sd/24az/gfgf/dsc06772.JPG,https://kristallik.com.ua/product/22836/yalinkovi-igrashki-z-dereva/
22838,Іграшки на ялинку,Новорічна ялинкова іграшка.Довжина 9 см.Ціна за 5 шт.,Новорічна ялинкова іграшка.Довжина 9 см.Ціна за 5 шт.,12.30,in stock,Кристалік,,452,Новорічний товар оптом.,Каталог > Аксесуари для волосся оптом. > Новорічний товар оптом.,https://kristallik.com.ua/catalog/452/novorichniy-tovar-optom/,https://cdn.gomw.co/b/product/dcuh/24gf/uhlk/dsc06775_710x533_crop.JPG,https://cdn.gomw.co/d/product/dcuh/24gf/uhlk/dsc06775.JPG|https://cdn.gomw.co/d/product/kduh/21dc/85ls/dsc06776.JPG,https://kristallik.com.ua/product/22838/igrashki-na-yalinku/
23267,"Резинки-пружинки,матові .5.5 см.","Чорна, матова резинка-пружинка для волосс. Діаметр: 5.5 см.Ціна за 50 шт.","Чорна, матова резинка-пружинка для волосс. Діаметр: 5.5 см.Ціна за 50 шт.",6.92,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/b/product/se24/zq14/ls37/dsc06875_710x533_crop.JPG,https://cdn.gomw.co/d/product/se24/zq14/ls37/dsc06875.JPG|https://cdn.gomw.co/d/product/5424/8554/ls14/dsc06876.JPG,https://kristallik.com.ua/product/23267/rezinki-pruzhinki-matovi-5-5-sm/
23349,Кулоны,Кулон-разбитое сердце на кожаной верёвочке.Цена за 6 шт.,Кулон-разбитое сердце на кожаной верёвочке.Цена за 6 шт.,22.97,in stock,Кристалік,,,Каталог,Каталог,https://kristallik.com.ua/catalog/,https://cdn.gomw.co/b/product/dc85/gf21/sd24/dsc06970_710x533_crop.JPG,https://cdn.gomw.co/d/product/dc85/gf21/sd24/dsc06970.JPG,https://kristallik.com.ua/product/23349/kulony/
